,vendor,merchant,date,n_lines
16109,B,4666,2019-06-16,579
16110,B,4666,2019-06-17,816
16111,B,4666,2019-06-18,845
16112,B,4666,2019-06-19,821
16113,B,4666,2019-06-20,630
16114,B,4666,2019-06-21,729
16115,B,4666,2019-06-22,760
16116,B,4666,2019-06-23,261
16117,B,4666,2019-06-24,614
16118,B,4666,2019-06-25,493
16119,B,4666,2019-06-26,778
16120,B,4666,2019-06-27,1044
16121,B,4666,2019-06-28,1675
16122,B,4666,2019-06-29,1147
16123,B,4666,2019-06-30,993
16124,B,4666,2019-07-01,888
16125,B,4666,2019-07-02,1167
16126,B,4666,2019-07-03,934
16127,B,4666,2019-07-04,1047
16128,B,4666,2019-07-05,800
16129,B,4666,2019-07-06,1217
16130,B,4666,2019-07-07,652
16131,B,4666,2019-07-08,1116
16132,B,4666,2019-07-09,999
16133,B,4666,2019-07-10,569
16134,B,4666,2019-07-11,1030
16135,B,4666,2019-07-12,1168
16136,B,4666,2019-07-13,1398
16137,B,4666,2019-07-14,517
16138,B,4666,2019-07-15,706
16139,B,4666,2019-07-16,508
16140,B,4666,2019-07-17,1014
16141,B,4666,2019-07-18,974
16142,B,4666,2019-07-19,930
16143,B,4666,2019-07-20,1010
16144,B,4666,2019-07-21,376
16145,B,4666,2019-07-22,377
16146,B,4666,2019-07-23,413
16147,B,4666,2019-07-24,895
16148,B,4666,2019-07-25,956
16149,B,4666,2019-07-26,771
16150,B,4666,2019-07-27,1052
16151,B,4666,2019-07-28,1136
16152,B,4666,2019-07-29,451
16153,B,4666,2019-07-30,510
16154,B,4666,2019-07-31,649
16155,B,4666,2019-08-01,810
16156,B,4666,2019-08-02,1744
16157,B,4666,2019-08-03,1238
16158,B,4666,2019-08-04,559
16159,B,4666,2019-08-05,1280
16160,B,4666,2019-08-06,459
16161,B,4666,2019-08-07,599
16162,B,4666,2019-08-08,892
16163,B,4666,2019-08-09,961
16164,B,4666,2019-08-10,1774
16165,B,4666,2019-08-11,445
16166,B,4666,2019-08-12,650
16167,B,4666,2019-08-13,965
16168,B,4666,2019-08-14,1119
16169,B,4666,2019-08-15,791
16170,B,4666,2019-08-16,1773
16171,B,4666,2019-08-17,1311
16172,B,4666,2019-08-18,1201
16173,B,4666,2019-08-19,518
16174,B,4666,2019-08-20,598
16175,B,4666,2019-08-21,1187
16176,B,4666,2019-08-22,839
16177,B,4666,2019-08-23,1143
16178,B,4666,2019-08-24,733
16179,B,4666,2019-08-25,110
16180,B,4666,2019-08-26,488
16181,B,4666,2019-08-27,487
16182,B,4666,2019-08-28,652
16183,B,4666,2019-08-29,715
16184,B,4666,2019-08-30,2042
16185,B,4666,2019-08-31,1413
16186,B,4666,2019-09-01,577
16187,B,4666,2019-09-02,538
16188,B,4666,2019-09-03,1044
16189,B,4666,2019-09-04,512
16190,B,4666,2019-09-05,881
16191,B,4666,2019-09-06,1445
16192,B,4666,2019-09-07,1626
16193,B,4666,2019-09-08,593
16194,B,4666,2019-09-09,443
16195,B,4666,2019-09-10,831
16196,B,4666,2019-09-11,1024
16197,B,4666,2019-09-12,610
16198,B,4666,2019-09-13,1805
16199,B,4666,2019-09-14,2375
16200,B,4666,2019-09-15,875
16201,B,4666,2019-09-16,828
16202,B,4666,2019-09-17,691
16203,B,4666,2019-09-18,795
16204,B,4666,2019-09-19,925
16205,B,4666,2019-09-20,1363
16206,B,4666,2019-09-21,1498
16207,B,4666,2019-09-22,1119
16208,B,4666,2019-09-23,941
16209,B,4666,2019-09-24,723
16210,B,4666,2019-09-25,1928
16211,B,4666,2019-09-26,826
16212,B,4666,2019-09-27,1953
16213,B,4666,2019-09-28,1644
16214,B,4666,2019-09-29,806
16215,B,4666,2019-09-30,592
16216,B,4666,2019-10-01,907
16217,B,4666,2019-10-02,1055
16218,B,4666,2019-10-03,890
16219,B,4666,2019-10-04,1319
16220,B,4666,2019-10-05,2452
16221,B,4666,2019-10-06,488
16222,B,4666,2019-10-07,1378
16223,B,4666,2019-10-08,532
16224,B,4666,2019-10-09,1764
16225,B,4666,2019-10-10,1232
16226,B,4666,2019-10-11,1708
16227,B,4666,2019-10-12,1676
16228,B,4666,2019-10-13,625
16229,B,4666,2019-10-14,1564
16230,B,4666,2019-10-15,1190
16231,B,4666,2019-10-16,802
16232,B,4666,2019-10-17,727
16233,B,4666,2019-10-18,1406
16234,B,4666,2019-10-19,2166
16235,B,4666,2019-10-20,878
16236,B,4666,2019-10-21,1017
16237,B,4666,2019-10-22,1047
16238,B,4666,2019-10-23,994
16239,B,4666,2019-10-24,910
16240,B,4666,2019-10-25,1392
16241,B,4666,2019-10-26,1870
16242,B,4666,2019-10-27,1331
16243,B,4666,2019-10-28,1080
16244,B,4666,2019-10-29,599
16245,B,4666,2019-10-30,737
16246,B,4666,2019-10-31,1543
16247,B,4666,2019-11-01,1996
16248,B,4666,2019-11-02,1937
16249,B,4666,2019-11-03,1317
16250,B,4666,2019-11-04,830
16251,B,4666,2019-11-05,1202
16252,B,4666,2019-11-06,1030
16253,B,4666,2019-11-07,604
16254,B,4666,2019-11-08,953
16255,B,4666,2019-11-09,2687
16256,B,4666,2019-11-10,1774
16257,B,4666,2019-11-11,481
16258,B,4666,2019-11-12,510
16259,B,4666,2019-11-13,793
16260,B,4666,2019-11-14,908
16261,B,4666,2019-11-15,1774
16262,B,4666,2019-11-16,2454
16263,B,4666,2019-11-17,1514
16264,B,4666,2019-11-18,885
16265,B,4666,2019-11-19,808
16266,B,4666,2019-11-20,1039
16267,B,4666,2019-11-21,862
16268,B,4666,2019-11-22,1312
16269,B,4666,2019-11-23,1670
16270,B,4666,2019-11-24,1259
16271,B,4666,2019-11-25,1173
16272,B,4666,2019-11-26,1339
16273,B,4666,2019-11-27,639
16274,B,4666,2019-11-28,1127
16275,B,4666,2019-11-29,1829
16276,B,4666,2019-11-30,1743
16277,B,4666,2019-12-01,857
16278,B,4666,2019-12-02,668
16279,B,4666,2019-12-03,829
16280,B,4666,2019-12-04,1422
16281,B,4666,2019-12-05,988
16282,B,4666,2019-12-06,1066
16283,B,4666,2019-12-07,2625
16284,B,4666,2019-12-08,973
16285,B,4666,2019-12-09,599
16286,B,4666,2019-12-10,727
16287,B,4666,2019-12-11,858
16288,B,4666,2019-12-12,1307
16289,B,4666,2019-12-13,2229
16290,B,4666,2019-12-14,2522
16291,B,4666,2019-12-15,1367
16292,B,4666,2019-12-16,995
16293,B,4666,2019-12-17,1162
16294,B,4666,2019-12-18,1392
16295,B,4666,2019-12-19,749
16296,B,4666,2019-12-20,1683
16297,B,4666,2019-12-21,2617
16298,B,4666,2019-12-22,1573
16299,B,4666,2019-12-23,346
16300,B,4666,2019-12-27,697
16301,B,4666,2019-12-28,962
16302,B,4666,2019-12-29,1411
16303,B,4666,2019-12-30,606
16304,B,4666,2019-12-31,90
16305,B,4666,2020-01-03,626
16306,B,4666,2020-01-04,1461
16307,B,4666,2020-01-05,1134
16308,B,4666,2020-01-06,723
16309,B,4666,2020-01-07,802
16310,B,4666,2020-01-08,696
16311,B,4666,2020-01-09,564
16312,B,4666,2020-01-10,1466
16313,B,4666,2020-01-11,1822
16314,B,4666,2020-01-12,598
16315,B,4666,2020-01-13,595
16316,B,4666,2020-01-14,711
16317,B,4666,2020-01-15,780
16318,B,4666,2020-01-16,1500
16319,B,4666,2020-01-17,852
16320,B,4666,2020-01-18,1940
16321,B,4666,2020-01-19,1100
16322,B,4666,2020-01-20,347
16323,B,4666,2020-01-21,617
16324,B,4666,2020-01-22,820
16325,B,4666,2020-01-23,1068
16326,B,4666,2020-01-24,1482
16327,B,4666,2020-01-25,1734
16328,B,4666,2020-01-26,1377
16329,B,4666,2020-01-27,485
16330,B,4666,2020-01-28,595
16331,B,4666,2020-01-29,967
16332,B,4666,2020-01-30,431
16333,B,4666,2020-01-31,1218
16334,B,4666,2020-02-01,2294
16335,B,4666,2020-02-02,1276
16336,B,4666,2020-02-03,1128
16337,B,4666,2020-02-04,577
16338,B,4666,2020-02-05,722
16339,B,4666,2020-02-06,1137
16340,B,4666,2020-02-07,1297
16341,B,4666,2020-02-08,1637
16342,B,4666,2020-02-09,1087
16343,B,4666,2020-02-10,622
16344,B,4666,2020-02-11,563
16345,B,4666,2020-02-12,624
16346,B,4666,2020-02-13,1277
16347,B,4666,2020-02-14,1774
16348,B,4666,2020-02-15,1309
16349,B,4666,2020-02-16,1370
16350,B,4666,2020-02-17,814
16351,B,4666,2020-02-18,825
16352,B,4666,2020-02-19,936
16353,B,4666,2020-02-20,137
16354,B,4666,2020-02-21,1597
16355,B,4666,2020-02-22,1645
16356,B,4666,2020-02-23,884
16357,B,4666,2020-02-24,3669
16358,B,4666,2020-02-25,814
16359,B,4666,2020-02-26,677
16360,B,4666,2020-02-27,447
16361,B,4666,2020-02-28,1323
16362,B,4666,2020-02-29,1762
16363,B,4666,2020-03-01,1769
16364,B,4666,2020-03-02,689
16365,B,4666,2020-03-03,840
16366,B,4666,2020-03-04,561
16367,B,4666,2020-03-05,339
16368,B,4666,2020-03-06,1241
16369,B,4666,2020-03-07,1272
16370,B,4666,2020-03-08,1001
16371,B,4666,2020-03-09,677
16372,B,4666,2020-03-10,540
16373,B,4666,2020-03-11,762
16374,B,4666,2020-03-12,727
16375,B,4666,2020-03-13,1150
16376,B,4666,2020-03-14,1181
16377,B,4666,2020-03-15,419
16378,B,4666,2020-03-16,44
16379,B,5328,2017-12-08,21
16380,B,5328,2017-12-09,42
16381,B,5328,2017-12-12,51
16382,B,5328,2017-12-13,88
16383,B,5328,2017-12-14,30
16384,B,5328,2017-12-15,14
16385,B,5328,2017-12-16,29
16386,B,5328,2017-12-17,22
16387,B,5328,2017-12-18,8
16388,B,5328,2017-12-21,37
16389,B,5328,2017-12-23,3
16390,B,5328,2017-12-25,61
16391,B,5328,2017-12-27,7
16392,B,5328,2017-12-28,4
16393,B,5328,2017-12-29,12
16394,B,5328,2017-12-30,41
16395,B,5328,2017-12-31,6
16396,B,5328,2018-01-03,17
16397,B,5328,2018-01-04,17
16398,B,5328,2018-01-05,3
16399,B,5328,2018-01-06,108
16400,B,5328,2018-01-08,24
16401,B,5328,2018-01-10,54
16402,B,5328,2018-01-11,35
16403,B,5328,2018-01-13,77
16404,B,5328,2018-01-15,18
16405,B,5328,2018-01-17,61
16406,B,5328,2018-01-18,9
16407,B,5328,2018-01-20,52
16408,B,5328,2018-01-22,22
16409,B,5328,2018-01-24,70
16410,B,5328,2018-01-25,31
16411,B,5328,2018-01-27,105
16412,B,5328,2018-01-28,93
16413,B,5328,2018-01-29,27
16414,B,5328,2018-01-30,6
16415,B,5328,2018-01-31,90
16416,B,5328,2018-02-01,49
16417,B,5328,2018-02-03,202
16418,B,5328,2018-02-05,19
16419,B,5328,2018-02-07,79
16420,B,5328,2018-02-08,44
16421,B,5328,2018-02-14,33
16422,B,5328,2018-02-15,57
16423,B,5328,2018-02-17,118
16424,B,5328,2018-02-19,12
16425,B,5328,2018-02-21,69
16426,B,5328,2018-02-22,56
16427,B,5328,2018-02-24,114
16428,B,5328,2018-02-26,96
16429,B,5328,2018-02-28,44
16430,B,5328,2018-03-01,60
16431,B,5328,2018-03-02,24
16432,B,5328,2018-03-03,134
16433,B,5328,2018-03-05,10
16434,B,5328,2018-03-06,20
16435,B,5328,2018-03-07,61
16436,B,5328,2018-03-08,55
16437,B,5328,2018-03-10,162
16438,B,5328,2018-03-11,114
16439,B,5328,2018-03-12,31
16440,B,5328,2018-03-14,55
16441,B,5328,2018-03-15,71
16442,B,5328,2018-03-16,1
16443,B,5328,2018-03-17,313
16444,B,5328,2018-03-19,31
16445,B,5328,2018-03-21,67
16446,B,5328,2018-03-22,65
16447,B,5328,2018-03-24,119
16448,B,5328,2018-03-26,18
16449,B,5328,2018-03-28,130
16450,B,5328,2018-03-29,118
16451,B,5328,2018-03-31,223
16452,B,5328,2018-04-02,72
16453,B,5328,2018-04-04,73
16454,B,5328,2018-04-05,93
16455,B,5328,2018-04-06,192
16456,B,5328,2018-04-07,101
16457,B,5328,2018-04-09,50
16458,B,5328,2018-04-11,287
16459,B,5328,2018-04-12,84
16460,B,5328,2018-04-14,224
16461,B,5328,2018-04-15,1
16462,B,5328,2018-04-16,35
16463,B,5328,2018-04-18,69
16464,B,5328,2018-04-19,78
16465,B,5328,2018-04-21,137
16466,B,5328,2018-04-23,64
16467,B,5328,2018-04-24,1
16468,B,5328,2018-04-25,56
16469,B,5328,2018-04-26,43
16470,B,5328,2018-04-27,385
16471,B,5328,2018-04-28,148
16472,B,5328,2018-04-29,101
16473,B,5328,2018-04-30,32
16474,B,5328,2018-05-02,78
16475,B,5328,2018-05-03,99
16476,B,5328,2018-05-05,51
16477,B,5328,2018-05-07,59
16478,B,5328,2018-05-09,48
16479,B,5328,2018-05-10,141
16480,B,5328,2018-05-12,169
16481,B,5328,2018-05-14,53
16482,B,5328,2018-05-16,56
16483,B,5328,2018-05-17,95
16484,B,5328,2018-05-18,27
16485,B,5328,2018-05-19,247
16486,B,5328,2018-05-20,43
16487,B,5328,2018-05-22,4
16488,B,5328,2018-05-23,42
16489,B,5328,2018-05-24,41
16490,B,5328,2018-05-25,52
16491,B,5328,2018-05-26,285
16492,B,5328,2018-05-28,53
16493,B,5328,2018-05-30,70
16494,B,5328,2018-05-31,31
16495,B,5328,2018-06-02,173
16496,B,5328,2018-06-03,24
16497,B,5328,2018-06-04,68
16498,B,5328,2018-06-06,101
16499,B,5328,2018-06-07,95
16500,B,5328,2018-06-08,82
16501,B,5328,2018-06-09,461
16502,B,5328,2018-06-10,227
16503,B,5328,2018-06-11,41
16504,B,5328,2018-06-13,79
16505,B,5328,2018-06-14,72
16506,B,5328,2018-06-16,99
16507,B,5328,2018-06-18,55
16508,B,5328,2018-06-19,5
16509,B,5328,2018-06-20,69
16510,B,5328,2018-06-21,83
16511,B,5328,2018-06-23,70
16512,B,5328,2018-06-24,12
16513,B,5328,2018-06-25,47
16514,B,5328,2018-06-27,74
16515,B,5328,2018-06-28,57
16516,B,5328,2018-06-29,13
16517,B,5328,2018-06-30,121
16518,B,5328,2018-07-01,83
16519,B,5328,2018-07-02,57
16520,B,5328,2018-07-04,90
16521,B,5328,2018-07-05,93
16522,B,5328,2018-07-07,91
16523,B,5328,2018-07-09,84
16524,B,5328,2018-07-11,40
16525,B,5328,2018-07-12,36
16526,B,5328,2018-07-14,109
16527,B,5328,2018-07-16,37
16528,B,5328,2018-07-18,49
16529,B,5328,2018-07-19,63
16530,B,5328,2018-07-20,56
16531,B,5328,2018-07-21,110
16532,B,5328,2018-07-23,43
16533,B,5328,2018-07-25,27
16534,B,5328,2018-07-26,36
16535,B,5328,2018-07-27,2
16536,B,5328,2018-07-28,56
16537,B,5328,2018-07-30,33
16538,B,5328,2018-07-31,52
16539,B,5328,2018-08-01,45
16540,B,5328,2018-08-02,63
16541,B,5328,2018-08-03,1
16542,B,5328,2018-08-04,223
16543,B,5328,2018-08-06,11
16544,B,5328,2018-08-08,98
16545,B,5328,2018-08-09,64
16546,B,5328,2018-08-11,224
16547,B,5328,2018-08-13,75
16548,B,5328,2018-08-15,77
16549,B,5328,2018-08-16,98
16550,B,5328,2018-08-17,42
16551,B,5328,2018-08-18,90
16552,B,5328,2018-08-19,92
16553,B,5328,2018-08-20,75
16554,B,5328,2018-08-21,2
16555,B,5328,2018-08-22,100
16556,B,5328,2018-08-23,57
16557,B,5328,2018-08-25,338
16558,B,5328,2018-08-27,41
16559,B,5328,2018-08-28,6
16560,B,5328,2018-08-29,70
16561,B,5328,2018-08-30,161
16562,B,5328,2018-09-01,290
16563,B,5328,2018-09-02,158
16564,B,5328,2018-09-03,69
16565,B,5328,2018-09-05,87
16566,B,5328,2018-09-06,102
16567,B,5328,2018-09-09,46
16568,B,5328,2018-09-10,52
16569,B,5328,2018-09-12,67
16570,B,5328,2018-09-13,67
16571,B,5328,2018-09-14,24
16572,B,5328,2018-09-15,238
16573,B,5328,2018-09-16,348
16574,B,5328,2018-09-17,56
16575,B,5328,2018-09-19,46
16576,B,5328,2018-09-20,82
16577,B,5328,2018-09-22,222
16578,B,5328,2018-09-23,47
16579,B,5328,2018-09-24,92
16580,B,5328,2018-09-26,39
16581,B,5328,2018-09-27,72
16582,B,5328,2018-09-29,87
16583,B,5328,2018-10-01,11
16584,B,5328,2018-10-03,40
16585,B,5328,2018-10-04,121
16586,B,5328,2018-10-05,49
16587,B,5328,2018-10-06,120
16588,B,5328,2018-10-08,29
16589,B,5328,2018-10-10,40
16590,B,5328,2018-10-11,98
16591,B,5328,2018-10-13,83
16592,B,5328,2018-10-14,24
16593,B,5328,2018-10-15,30
16594,B,5328,2018-10-17,72
16595,B,5328,2018-10-18,66
16596,B,5328,2018-10-20,273
16597,B,5328,2018-10-21,268
16598,B,5328,2018-10-22,17
16599,B,5328,2018-10-23,50
16600,B,5328,2018-10-24,52
16601,B,5328,2018-10-25,92
16602,B,5328,2018-10-26,130
16603,B,5328,2018-10-27,108
16604,B,5328,2018-10-28,90
16605,B,5328,2018-10-29,24
16606,B,5328,2018-10-30,4
16607,B,5328,2018-10-31,66
16608,B,5328,2018-11-01,91
16609,B,5328,2018-11-02,6
16610,B,5328,2018-11-03,134
16611,B,5328,2018-11-05,70
16612,B,5328,2018-11-06,3
16613,B,5328,2018-11-07,84
16614,B,5328,2018-11-08,151
16615,B,5328,2018-11-09,2
16616,B,5328,2018-11-10,143
16617,B,5328,2018-11-12,6
16618,B,5328,2018-11-14,85
16619,B,5328,2018-11-15,74
16620,B,5328,2018-11-17,83
16621,B,5328,2018-11-19,24
16622,B,5328,2018-11-20,38
16623,B,5328,2018-11-21,61
16624,B,5328,2018-11-22,53
16625,B,5328,2018-11-24,201
16626,B,5328,2018-11-25,46
16627,B,5328,2018-11-26,14
16628,B,5328,2018-11-28,56
16629,B,5328,2018-11-29,67
16630,B,5328,2018-12-01,94
16631,B,5328,2018-12-03,20
16632,B,5328,2018-12-05,47
16633,B,5328,2018-12-06,116
16634,B,5328,2018-12-08,95
16635,B,5328,2018-12-10,28
16636,B,5328,2018-12-12,62
16637,B,5328,2018-12-13,72
16638,B,5328,2018-12-14,1
16639,B,5328,2018-12-15,219
16640,B,5328,2018-12-17,19
16641,B,5328,2018-12-19,40
16642,B,5328,2018-12-20,54
16643,B,5328,2018-12-22,67
16644,B,5328,2018-12-27,80
16645,B,5328,2018-12-29,89
16646,B,5328,2018-12-30,1
16647,B,5328,2019-01-02,34
16648,B,5328,2019-01-03,63
16649,B,5328,2019-01-05,70
16650,B,5328,2019-01-06,153
16651,B,5328,2019-01-07,9
16652,B,5328,2019-01-09,45
16653,B,5328,2019-01-10,102
16654,B,5328,2019-01-12,276
16655,B,5328,2019-01-14,7
16656,B,5328,2019-01-16,61
16657,B,5328,2019-01-17,90
16658,B,5328,2019-01-19,156
16659,B,5328,2019-01-21,18
16660,B,5328,2019-01-23,53
16661,B,5328,2019-01-24,75
16662,B,5328,2019-01-26,119
16663,B,5328,2019-01-28,19
16664,B,5328,2019-01-30,36
16665,B,5328,2019-01-31,95
16666,B,5328,2019-02-02,133
16667,B,5328,2019-02-04,3
16668,B,5328,2019-02-06,68
16669,B,5328,2019-02-07,90
16670,B,5328,2019-02-09,140
16671,B,5328,2019-02-11,12
16672,B,5328,2019-02-13,118
16673,B,5328,2019-02-14,96
16674,B,5328,2019-02-15,2
16675,B,5328,2019-02-16,111
16676,B,5328,2019-02-18,28
16677,B,5328,2019-02-20,84
16678,B,5328,2019-02-21,73
16679,B,5328,2019-02-23,47
16680,B,5328,2019-02-24,170
16681,B,5328,2019-02-25,12
16682,B,5328,2019-02-27,79
16683,B,5328,2019-02-28,83
16684,B,5328,2019-03-06,29
16685,B,5328,2019-03-07,76
16686,B,5328,2019-03-09,155
16687,B,5328,2019-03-11,13
16688,B,5328,2019-03-13,19
16689,B,5328,2019-03-14,91
16690,B,5328,2019-03-15,16
16691,B,5328,2019-03-16,270
16692,B,5328,2019-03-17,38
16693,B,5328,2019-03-18,17
16694,B,5328,2019-03-20,56
16695,B,5328,2019-03-21,99
16696,B,5328,2019-03-23,116
16697,B,5328,2019-03-24,174
16698,B,5328,2019-03-25,18
16699,B,5328,2019-03-27,59
16700,B,5328,2019-03-28,112
16701,B,5328,2019-03-30,242
16702,B,5328,2019-03-31,25
16703,B,5328,2019-04-01,11
16704,B,5328,2019-04-03,75
16705,B,5328,2019-04-04,97
16706,B,5328,2019-04-05,143
16707,B,5328,2019-04-06,114
16708,B,5328,2019-04-08,10
16709,B,5328,2019-04-10,32
16710,B,5328,2019-04-11,96
16711,B,5328,2019-04-13,96
16712,B,5328,2019-04-15,10
16713,B,5328,2019-04-17,234
16714,B,5328,2019-04-18,79
16715,B,5328,2019-04-20,120
16716,B,5328,2019-04-22,1
16717,B,5328,2019-04-24,40
16718,B,5328,2019-04-25,88
16719,B,5328,2019-04-27,240
16720,B,5328,2019-04-28,107
16721,B,5328,2019-04-29,79
16722,B,5328,2019-05-01,45
16723,B,5328,2019-05-02,60
16724,B,5328,2019-05-04,113
16725,B,5328,2019-05-06,29
16726,B,5328,2019-05-08,33
16727,B,5328,2019-05-09,63
16728,B,5328,2019-05-11,136
16729,B,5328,2019-05-13,54
16730,B,5328,2019-05-15,53
16731,B,5328,2019-05-16,92
16732,B,5328,2019-05-17,25
16733,B,5328,2019-05-18,151
16734,B,5328,2019-05-19,64
16735,B,5328,2019-05-20,41
16736,B,5328,2019-05-21,1
16737,B,5328,2019-05-22,61
16738,B,5328,2019-05-23,74
16739,B,5328,2019-05-25,202
16740,B,5328,2019-05-26,30
16741,B,5328,2019-05-27,49
16742,B,5328,2019-05-29,48
16743,B,5328,2019-05-30,91
16744,B,5328,2019-06-01,175
16745,B,5328,2019-06-03,49
16746,B,5328,2019-06-05,42
16747,B,5328,2019-06-06,54
16748,B,5328,2019-06-08,239
16749,B,5328,2019-06-12,61
16750,B,5328,2019-06-13,113
16751,B,5328,2019-06-14,80
16752,B,5328,2019-06-15,98
16753,B,5328,2019-06-17,49
16754,B,5328,2019-06-19,36
16755,B,5328,2019-06-20,56
16756,B,5328,2019-06-22,171
16757,B,5328,2019-06-24,25
16758,B,5328,2019-06-26,39
16759,B,5328,2019-06-27,52
16760,B,5328,2019-06-29,37
16761,B,5328,2019-06-30,258
16762,B,5328,2019-07-01,47
16763,B,5328,2019-07-02,2
16764,B,5328,2019-07-03,60
16765,B,5328,2019-07-04,82
16766,B,5328,2019-07-06,65
16767,B,5328,2019-07-08,37
16768,B,5328,2019-07-10,42
16769,B,5328,2019-07-11,58
16770,B,5328,2019-07-13,82
16771,B,5328,2019-07-15,99
16772,B,5328,2019-07-17,53
16773,B,5328,2019-07-18,65
16774,B,5328,2019-07-19,64
16775,B,5328,2019-07-20,96
16776,B,5328,2019-07-22,30
16777,B,5328,2019-07-24,46
16778,B,5328,2019-07-25,33
16779,B,5328,2019-07-27,73
16780,B,5328,2019-07-29,36
16781,B,5328,2019-07-30,15
16782,B,5328,2019-07-31,75
16783,B,5328,2019-08-01,65
16784,B,5328,2019-08-02,28
16785,B,5328,2019-08-03,190
16786,B,5328,2019-08-05,5
16787,B,5328,2019-08-07,149
16788,B,5328,2019-08-08,87
16789,B,5328,2019-08-10,62
16790,B,5328,2019-08-12,17
16791,B,5328,2019-08-14,67
16792,B,5328,2019-08-15,128
16793,B,5328,2019-08-17,210
16794,B,5328,2019-08-19,64
16795,B,5328,2019-08-21,68
16796,B,5328,2019-08-22,83
16797,B,5328,2019-08-24,126
16798,B,5328,2019-08-25,152
16799,B,5328,2019-08-26,56
16800,B,5328,2019-08-27,3
16801,B,5328,2019-08-28,47
16802,B,5328,2019-08-29,196
16803,B,5328,2019-08-30,41
16804,B,5328,2019-08-31,47
16805,B,5328,2019-09-02,55
16806,B,5328,2019-09-03,115
16807,B,5328,2019-09-04,62
16808,B,5328,2019-09-05,69
16809,B,5328,2019-09-07,259
16810,B,5328,2019-09-09,50
16811,B,5328,2019-09-11,60
16812,B,5328,2019-09-12,65
16813,B,5328,2019-09-15,104
16814,B,5328,2019-09-16,37
16815,B,5328,2019-09-18,57
16816,B,5328,2019-09-19,68
16817,B,5328,2019-09-21,111
16818,B,5328,2019-09-22,323
16819,B,5328,2019-09-23,25
16820,B,5328,2019-09-25,57
16821,B,5328,2019-09-26,81
16822,B,5328,2019-09-28,112
16823,B,5328,2019-09-30,14
16824,B,5328,2019-10-02,75
16825,B,5328,2019-10-03,76
16826,B,5328,2019-10-04,12
16827,B,5328,2019-10-05,114
16828,B,5328,2019-10-06,148
16829,B,5328,2019-10-07,32
16830,B,5328,2019-10-09,75
16831,B,5328,2019-10-10,70
16832,B,5328,2019-10-11,32
16833,B,5328,2019-10-12,364
16834,B,5328,2019-10-14,50
16835,B,5328,2019-10-16,88
16836,B,5328,2019-10-17,88
16837,B,5328,2019-10-19,142
16838,B,5328,2019-10-21,28
16839,B,5328,2019-10-22,81
16840,B,5328,2019-10-23,50
16841,B,5328,2019-10-24,92
16842,B,5328,2019-10-26,93
16843,B,5328,2019-10-28,74
16844,B,5328,2019-10-30,91
16845,B,5328,2019-10-31,59
16846,B,5328,2019-11-02,113
16847,B,5328,2019-11-04,28
16848,B,5328,2019-11-06,51
16849,B,5328,2019-11-07,117
16850,B,5328,2019-11-09,71
16851,B,5328,2019-11-11,13
16852,B,5328,2019-11-13,60
16853,B,5328,2019-11-14,94
16854,B,5328,2019-11-15,2
16855,B,5328,2019-11-16,110
16856,B,5328,2019-11-18,23
16857,B,5328,2019-11-20,56
16858,B,5328,2019-11-21,97
16859,B,5328,2019-11-23,72
16860,B,5328,2019-11-25,16
16861,B,5328,2019-11-26,4
16862,B,5328,2019-11-27,42
16863,B,5328,2019-11-28,96
16864,B,5328,2019-11-30,112
16865,B,5328,2019-12-02,24
16866,B,5328,2019-12-04,67
16867,B,5328,2019-12-05,72
16868,B,5328,2019-12-07,302
16869,B,5328,2019-12-09,16
16870,B,5328,2019-12-11,42
16871,B,5328,2019-12-12,65
16872,B,5328,2019-12-13,55
16873,B,5328,2019-12-14,130
16874,B,5328,2019-12-16,11
16875,B,5328,2019-12-18,48
16876,B,5328,2019-12-19,73
16877,B,5328,2019-12-21,94
16878,B,5328,2019-12-23,19
16879,B,5328,2019-12-28,361
16880,B,5328,2019-12-29,25
16881,B,5328,2020-01-02,60
16882,B,5328,2020-01-04,255
16883,B,5328,2020-01-06,12
16884,B,5328,2020-01-08,65
16885,B,5328,2020-01-09,93
16886,B,5328,2020-01-11,80
16887,B,5328,2020-01-13,4
16888,B,5328,2020-01-15,61
16889,B,5328,2020-01-16,77
16890,B,5328,2020-01-18,57
16891,B,5328,2020-01-20,20
16892,B,5328,2020-01-22,117
16893,B,5328,2020-01-23,78
16894,B,5328,2020-01-25,154
16895,B,5328,2020-01-27,22
16896,B,5328,2020-01-29,103
16897,B,5328,2020-01-30,69
16898,B,5328,2020-01-31,31
16899,B,5328,2020-02-01,101
16900,B,5328,2020-02-03,14
16901,B,5328,2020-02-05,74
16902,B,5328,2020-02-06,113
16903,B,5328,2020-02-08,113
16904,B,5328,2020-02-10,14
16905,B,5328,2020-02-12,47
16906,B,5328,2020-02-13,88
16907,B,5328,2020-02-15,269
16908,B,5328,2020-02-19,72
16909,B,5328,2020-02-20,94
16910,B,5328,2020-02-26,66
16911,B,5328,2020-02-27,86
16912,B,5328,2020-02-29,111
16913,B,5328,2020-03-02,12
16914,B,5328,2020-03-04,81
16915,B,5328,2020-03-05,98
16916,B,5328,2020-03-06,22
16917,B,5328,2020-03-07,132
16918,B,5328,2020-03-09,7
16919,B,5405,2017-01-09,115
16920,B,5405,2017-01-10,153
16921,B,5405,2017-01-11,332
16922,B,5405,2017-01-12,155
16923,B,5405,2017-01-13,381
